Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202511,01,001,3,6,Autauga County                                              ,17,17,5026247,0,0,0,0,0,0,0,0,0,17,17,5026247,0,0,0,0,0,0,0,0,0
202511,01,003,3,6,Baldwin County                                              ,282,282,72918196,0,0,0,1,4,388350,4,44,4077670,270,270,69998140,0,0,0,1,4,388350,4,44,4077670
202511,01,005,3,6,Barbour County                                              ,1,1,285600,0,0,0,0,0,0,0,0,0,1,1,285600,0,0,0,0,0,0,0,0,0
202511,01,007,3,6,Bibb County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,009,3,6,Blount County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,013,3,6,Butler County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,015,3,6,Calhoun County                                              ,9,9,1912326,0,0,0,0,0,0,0,0,0,8,8,1620790,0,0,0,0,0,0,0,0,0
202511,01,017,3,6,Chambers County                                             ,3,3,544436,0,0,0,0,0,0,0,0,0,3,3,544436,0,0,0,0,0,0,0,0,0
202511,01,019,3,6,Cherokee County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,021,3,6,Chilton County                                              ,5,5,1025400,0,0,0,0,0,0,0,0,0,5,5,1025400,0,0,0,0,0,0,0,0,0
202511,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,025,3,6,Clarke County                                               ,1,1,170333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,027,3,6,Clay County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,029,3,6,Cleburne County                                             ,1,1,252140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,031,3,6,Coffee County                                               ,15,15,2778493,0,0,0,0,0,0,0,0,0,14,14,2404826,0,0,0,0,0,0,0,0,0
202511,01,033,3,6,Colbert County                                              ,3,3,374695,0,0,0,0,0,0,0,0,0,1,1,100163,0,0,0,0,0,0,0,0,0
202511,01,035,3,6,Conecuh County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,039,3,6,Covington County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,041,3,6,Crenshaw County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,043,3,6,Cullman County                                              ,14,14,2698186,0,0,0,0,0,0,0,0,0,13,13,2539534,0,0,0,0,0,0,0,0,0
202511,01,045,3,6,Dale County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,047,3,6,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
