Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202505,01,001,3,6,Autauga County                                              ,31,31,11510275,0,0,0,0,0,0,0,0,0,31,31,11510275,0,0,0,0,0,0,0,0,0
202505,01,003,3,6,Baldwin County                                              ,288,288,93906779,0,0,0,0,0,0,1,10,1208322,191,191,67756027,0,0,0,0,0,0,0,0,0
202505,01,005,3,6,Barbour County                                              ,1,1,296000,0,0,0,0,0,0,0,0,0,1,1,296000,0,0,0,0,0,0,0,0,0
202505,01,007,3,6,Bibb County                                                 ,1,1,425000,0,0,0,0,0,0,0,0,0,1,1,425000,0,0,0,0,0,0,0,0,0
202505,01,009,3,6,Blount County                                               ,1,1,282917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,013,3,6,Butler County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,015,3,6,Calhoun County                                              ,3,3,923486,0,0,0,0,0,0,0,0,0,2,2,631950,0,0,0,0,0,0,0,0,0
202505,01,017,3,6,Chambers County                                             ,4,4,570556,0,0,0,0,0,0,0,0,0,4,4,570556,0,0,0,0,0,0,0,0,0
202505,01,019,3,6,Cherokee County                                             ,1,1,212300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,021,3,6,Chilton County                                              ,4,4,710000,0,0,0,0,0,0,0,0,0,4,4,710000,0,0,0,0,0,0,0,0,0
202505,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,025,3,6,Clarke County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,027,3,6,Clay County                                                 ,1,1,150477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,029,3,6,Cleburne County                                             ,1,1,252140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,031,3,6,Coffee County                                               ,12,12,2928804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,033,3,6,Colbert County                                              ,7,7,915296,0,0,0,0,0,0,0,0,0,4,4,439164,0,0,0,0,0,0,0,0,0
202505,01,035,3,6,Conecuh County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,039,3,6,Covington County                                            ,2,2,421757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,041,3,6,Crenshaw County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,01,043,3,6,Cullman County                                              ,14,14,2069519,0,0,0,0,0,0,0,0,0,12,12,1502534,0,0,0,0,0,0,0,0,0
202505,01,045,3,6,Dale County                                                 ,1,1,145350,0,0,0,0,0,0,0,0,0,1,1,145350,0,0,0,0,0,0,0,0,0
202505,01,047,3,6,Dallas County                                               ,1,1,97853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
